date,id,activity,gold,iron,oil,silver,copper,aus,chn,clp,per,copper_l1,copper_l2,copper_l3,copper_l4,copper_l5,activity_l1,syp
01-05-13,281,-63.09659957885742,1394.5,110.4000015258789,91.97000122070313,22.56999969482422,7241,1.00820004940033,6.141600131988525,479.5828857421875,2.645699977874756,7073.5,7582.5,7828,8170,7915,-60.59809875488281,163.4499969482422
01-06-13,282,-53.2140998840332,1192,116.5,96.55999755859375,18.86000061035156,6750.5,1.059299945831299,6.134200096130371,502.885986328125,2.748399972915649,7241,7073.5,7582.5,7828,8170,-63.09659957885742,160.4199981689453
01-07-13,283,-35.49819946289063,1314.5,129.8999938964844,105.0299987792969,19.94000053405762,6805,1.092300057411194,6.134300231933594,504.9623107910156,2.77810001373291,6750.5,7241,7073.5,7582.5,7828,-53.2140998840332,168.7100067138672
01-08-13,284,-38.74079895019531,1394.75,137.6999969482422,107.9300003051758,23.63999938964844,7095,1.106600046157837,6.121300220489502,512.588623046875,2.802500009536743,6805,6750.5,7241,7073.5,7582.5,-35.49819946289063,163.6499938964844
01-09-13,285,4.854300022125244,1326.5,131.3999938964844,102.3499984741211,21.68000030517578,7290.5,1.074900031089783,6.119800090789795,504.5700073242188,2.779799938201904,7095,6805,6750.5,7241,7073.5,-38.74079895019531,168.0099945068359
01-10-13,286,16.35110092163086,1324,131.8999938964844,96.26999664306641,22.20000076293945,7234,1.05050003528595,6.10319995880127,500.806396484375,2.770100116729736,7290.5,7095,6805,6750.5,7241,4.854300022125244,175.7899932861328
01-11-13,287,-2.568700075149536,1253,136.3999938964844,92.48000335693359,19.93000030517578,7027,1.072499990463257,6.092899799346924,519.25,2.799200057983398,7234,7290.5,7095,6805,6750.5,16.35110092163086,181
01-12-13,288,30.78039932250977,1201.5,134.1999969482422,98.04000091552734,19.5,7394.5,1.113600015640259,6.073800086975098,529.4505004882813,2.786099910736084,7027,7234,7290.5,7095,6805,-2.568700075149536,184.6900024414063
01-01-14,289,-8.450099945068359,1251,122.5999984741211,97.52999877929688,19.30999946594238,7091,1.128900051116943,6.050899982452393,537.0294799804688,2.809799909591675,7394.5,7027,7234,7290.5,7095,30.78039932250977,178.1799926757813
01-02-14,290,-33.99539947509766,1326.5,118.0999984741211,102.8300018310547,21.27000045776367,7097.5,1.114300012588501,6.081600189208984,554.4085083007813,2.813499927520752,7091,7394.5,7027,7234,7290.5,-8.450099945068359,186.2899932861328
01-03-14,291,-7.640200138092041,1291.75,116.8000030517578,101.5500030517578,19.96999931335449,6636,1.100200057029724,6.172900199890137,563.8433227539063,2.807100057601929,7097.5,7091,7394.5,7027,7234,-33.99539947509766,187.0099945068359
01-04-14,292,-42.70999908447266,1288.5,105.4000015258789,100.0599975585938,19.28000068664551,6724,1.073500037193298,6.224599838256836,554.6409912109375,2.795300006866455,6636,7097.5,7091,7394.5,7027,-7.640200138092041,188.3099975585938
01-05-14,293,-48.02890014648438,1250.5,91.80000305175781,103.3000030517578,19,6995.5,1.074699997901917,6.23799991607666,555.4019775390625,2.787800073623657,6724,6636,7097.5,7091,7394.5,-42.70999908447266,192.6799926757813
01-06-14,294,-56.39580154418945,1315,93.80000305175781,105.370002746582,20.8700008392334,6955,1.067800045013428,6.230599880218506,553.0632934570313,2.795099973678589,6995.5,6724,6636,7097.5,7091,-48.02890014648438,195.7200012207031
01-07-14,295,-69.95490264892578,1285.25,95.59999847412109,98.23000335693359,20.69000053405762,7135.5,1.065099954605103,6.198400020599365,558.2081909179688,2.786999940872192,6955,6995.5,6724,6636,7097.5,-56.39580154418945,193.0899963378906
01-08-14,296,-53.40019989013672,1285.75,87.90000152587891,97.68000030517578,19.46999931335449,6995,1.074200034141541,6.154099941253662,579.052001953125,2.815399885177612,7135.5,6955,6995.5,6724,6636,-69.95490264892578,200.7100067138672
01-09-14,297,-35.16970062255859,1216.5,77.5,91.16000366210938,17.11000061035156,6736,1.105999946594238,6.138199806213379,593.468017578125,2.865000009536743,6995,7135.5,6955,6995.5,6724,-53.40019989013672,197.0200042724609
01-10-14,298,-36.94300079345703,1164.25,78.5,80.48000335693359,16.20000076293945,6835.5,1.138800024986267,6.125100135803223,589.97998046875,2.90720009803772,6736,6995,7135.5,6955,6995.5,-35.16970062255859,201.6600036621094
01-11-14,299,-17.52799987792969,1182.75,69.80000305175781,65.88999938964844,15.97000026702881,6515.5,1.15690004825592,6.124899864196777,592.45947265625,2.926300048828125,6835.5,6736,6995,7135.5,6955,-36.94300079345703,207.1999969482422
01-12-14,300,-55.20729827880859,1199.25,71.19999694824219,53.40000152587891,15.97000026702881,6359,1.211099982261658,6.188600063323975,612.9190063476563,2.963099956512451,6515.5,6835.5,6736,6995,7135.5,-17.52799987792969,205.5399932861328
01-01-15,301,-77.0614013671875,1260.25,61.70000076293945,48.16999816894531,16.92000007629395,5505,1.240100026130676,6.218100070953369,620.9094848632813,3.006999969482422,6359,6515.5,6835.5,6736,6995,-55.20729827880859,199.4499969482422
01-02-15,302,-106.747200012207,1214,63,49.59999847412109,16.53000068664551,5880.5,1.282500028610229,6.251800060272217,623.6174926757813,3.080199956893921,5505,6359,6515.5,6835.5,6736,-77.0614013671875,210.6600036621094
01-03-15,303,-100.2940979003906,1187,51,47.72000122070313,16.60000038146973,6050.5,1.294700026512146,6.23859977722168,628.503173828125,3.093100070953369,5880.5,5505,6359,6515.5,6835.5,-106.747200012207,206.4299926757813
01-04-15,304,-97.59529876708984,1180.25,56.20000076293945,59.54000091552734,16.52000045776367,6245,1.29200005531311,6.201000213623047,614.7276000976563,3.121500015258789,6050.5,5880.5,5505,6359,6515.5,-100.2940979003906,208.4600067138672
01-05-15,305,-96.80860137939453,1191.400024414063,61.40000152587891,60.2599983215332,16.67000007629395,6088.5,1.267300009727478,6.203499794006348,607.5968017578125,3.151700019836426,6245,6050.5,5880.5,5505,6359,-97.59529876708984,211.1399993896484
01-06-15,306,-81.14009857177734,1171,59.29999923706055,59.43999862670898,15.69999980926514,5721,1.296200037002563,6.2052001953125,629.9948120117188,3.162400007247925,6088.5,6245,6050.5,5880.5,5505,-96.80860137939453,205.8500061035156
01-07-15,307,-47.82569885253906,1098.400024414063,52.90000152587891,47.11000061035156,14.5600004196167,5220,1.350100040435791,6.208499908447266,650.1395263671875,3.182899951934814,5721,6088.5,6245,6050.5,5880.5,-81.14009857177734,210.5
01-08-15,308,-38.81499862670898,1135,55.70000076293945,49.18999862670898,14.4399995803833,5095,1.370800018310547,6.338300228118896,688.11572265625,3.240000009536743,5220,5721,6088.5,6245,6050.5,-47.82569885253906,197.6699981689453
01-09-15,309,-56.57569885253906,1114,54.40000152587891,45.15000152587891,14.64999961853027,5093,1.416599988937378,6.367599964141846,691.72900390625,3.220499992370605,5095,5220,5721,6088.5,6245,-38.81499862670898,191.6300048828125
01-10-15,310,-67.90110015869141,1142.349975585938,49.5,46.59999847412109,15.63000011444092,5135.5,1.3889000415802,6.350500106811523,685.3142700195313,3.25029993057251,5093,5095,5220,5721,6088.5,-56.57569885253906,207.9299926757813
