date,id,activity,gold,iron,oil,silver,copper,aus,chn,clp,per,copper_L1,copper_L2,copper_L3,copper_L4,copper_L5,activity_L1
01-12-04,180.0000,126.1776,438.0000,16.3900,43.4600,6.8150,3279.5000,1.3029,8.2765,576.1700,3.2818,3262.0000,2951.0000,3140.0000,2847.0000,2900.0000,122.1332
01-01-05,181.0000,106.0273,422.1500,28.1100,48.2000,6.7200,3275.5000,1.3041,8.2765,574.1195,3.2691,3279.5000,3262.0000,2951.0000,3140.0000,2847.0000,126.1776
01-02-05,182.0000,106.4398,435.4500,28.1100,51.7500,7.3500,3405.0000,1.2801,8.2765,573.5840,3.2597,3275.5000,3279.5000,3262.0000,2951.0000,3140.0000,106.0273
01-03-05,183.0000,109.4125,427.5000,28.1100,55.4000,7.1875,3408.0000,1.2742,8.2765,586.4827,3.2602,3405.0000,3275.5000,3279.5000,3262.0000,2951.0000,106.4398
01-04-05,184.0000,106.0965,435.7000,28.1100,49.7200,6.9800,3348.5000,1.2923,8.2765,580.4557,3.2589,3408.0000,3405.0000,3275.5000,3279.5000,3262.0000,109.4125
01-05-05,185.0000,85.1343,414.4500,28.1100,51.9700,7.1300,3214.0000,1.3050,8.2765,578.3090,3.2558,3348.5000,3408.0000,3405.0000,3275.5000,3279.5000,106.0965
01-06-05,186.0000,56.4340,437.1000,28.1100,56.5000,7.1000,3597.0000,1.3043,8.2765,585.4733,3.2534,3214.0000,3348.5000,3408.0000,3405.0000,3275.5000,85.1343
01-07-05,187.0000,34.6084,429.0000,28.1100,60.5700,7.1450,3775.0000,1.3291,8.2264,575.7662,3.2528,3597.0000,3214.0000,3348.5000,3408.0000,3405.0000,56.4340
01-08-05,188.0000,33.5724,433.2500,28.1100,68.9500,6.7400,3915.0000,1.3134,8.1017,546.6095,3.2579,3775.0000,3597.0000,3214.0000,3348.5000,3408.0000,34.6084
01-09-05,189.0000,56.3112,473.2500,28.1100,66.2500,7.5300,3949.0000,1.3070,8.0919,536.7005,3.3084,3915.0000,3775.0000,3597.0000,3214.0000,3348.5000,33.5724
01-10-05,190.0000,68.3096,470.7500,28.1100,59.7700,7.7650,4091.0000,1.3271,8.0895,535.4970,3.3819,3949.0000,3915.0000,3775.0000,3597.0000,3214.0000,56.3112
01-11-05,191.0000,60.9106,495.6500,28.1100,57.3300,8.2100,4404.5000,1.3600,8.0840,529.8814,3.3770,4091.0000,3949.0000,3915.0000,3775.0000,3597.0000,68.3096
01-12-05,192.0000,49.6056,513.0000,28.1100,61.0400,8.8300,4584.5000,1.3472,8.0755,514.3310,3.4253,4404.5000,4091.0000,3949.0000,3915.0000,3775.0000,60.9106
01-01-06,193.0000,35.2405,568.7500,33.4500,67.9300,9.9100,4919.5000,1.3324,8.0654,524.4768,3.3943,4584.5000,4404.5000,4091.0000,3949.0000,3915.0000,49.6056
01-02-06,194.0000,43.0940,556.0000,33.4500,61.4200,9.6950,4839.0000,1.3481,8.0512,525.7045,3.2896,4919.5000,4584.5000,4404.5000,4091.0000,3949.0000,35.2405
01-03-06,195.0000,49.2578,582.0000,33.4500,66.6600,11.7550,5527.5000,1.3763,8.0350,528.7709,3.3403,4839.0000,4919.5000,4584.5000,4404.5000,4091.0000,43.0940
01-04-06,196.0000,43.6298,644.0000,33.4500,71.8900,12.5550,7230.0000,1.3570,8.0143,517.3263,3.3323,5527.5000,4839.0000,4919.5000,4584.5000,4404.5000,49.2578
01-05-06,197.0000,42.5589,653.0000,33.4500,71.2900,13.1300,8140.0000,1.3091,8.0131,520.7941,3.2800,7230.0000,5527.5000,4839.0000,4919.5000,4584.5000,43.6298
01-06-06,198.0000,53.1838,613.5000,33.4500,73.9800,10.7000,7501.0000,1.3515,8.0042,542.4600,3.2646,8140.0000,7230.0000,5527.5000,4839.0000,4919.5000,42.5589
01-07-06,199.0000,64.3298,632.5000,33.4500,74.4100,11.4400,7850.5000,1.3284,7.9897,540.6205,3.2437,7501.0000,8140.0000,7230.0000,5527.5000,4839.0000,53.1838
01-08-06,200.0000,83.0194,623.5000,33.4500,70.2700,12.6000,7647.0000,1.3104,7.9722,538.5273,3.2350,7850.5000,7501.0000,8140.0000,7230.0000,5527.5000,64.3298
01-09-06,201.0000,92.7947,599.2500,33.4500,62.9200,11.5500,7601.0000,1.3247,7.9334,538.6526,3.2484,7647.0000,7850.5000,7501.0000,8140.0000,7230.0000,83.0194
01-10-06,202.0000,93.1318,603.7500,33.4500,58.7400,12.0800,7410.0000,1.3256,7.9018,530.9548,3.2380,7601.0000,7647.0000,7850.5000,7501.0000,8140.0000,92.7947
01-11-06,203.0000,97.1904,646.7000,33.4500,63.1400,13.6800,6936.0000,1.2940,7.8622,527.4371,3.2226,7410.0000,7601.0000,7647.0000,7850.5000,7501.0000,93.1318
01-12-06,204.0000,100.2375,635.7000,33.4500,61.0600,12.9000,6290.0000,1.2726,7.8219,527.5821,3.2060,6936.0000,7410.0000,7601.0000,7647.0000,7850.5000,97.1904
01-01-07,205.0000,103.1013,650.5000,36.6300,58.1500,13.3600,5651.0000,1.2778,7.7876,540.5100,3.1930,6290.0000,6936.0000,7410.0000,7601.0000,7647.0000,100.2375
01-02-07,206.0000,101.4345,664.2000,36.6300,61.8000,14.3100,5980.0000,1.2771,7.7502,542.2665,3.1908,5651.0000,6290.0000,6936.0000,7410.0000,7601.0000,103.1013
01-03-07,207.0000,116.3399,661.7500,36.6300,65.8800,13.3500,6940.0000,1.2607,7.7369,538.4877,3.1862,5980.0000,5651.0000,6290.0000,6936.0000,7410.0000,101.4345
01-04-07,208.0000,127.8209,677.0000,36.6300,65.7100,13.5000,7824.5000,1.2088,7.7247,532.3010,3.1787,6940.0000,5980.0000,5651.0000,6290.0000,6936.0000,116.3399
01-05-07,209.0000,138.2450,659.1000,36.6300,64.0200,13.2500,7440.5000,1.2115,7.6773,522.0162,3.1680,7824.5000,6940.0000,5980.0000,5651.0000,6290.0000,127.8209
01-06-07,210.0000,127.8194,650.5000,36.6300,70.6900,12.5400,7650.0000,1.1872,7.6333,526.7190,3.1707,7440.5000,7824.5000,6940.0000,5980.0000,5651.0000,138.2450
01-07-07,211.0000,140.7865,665.5000,36.6300,78.2200,12.9300,8159.0000,1.1525,7.5757,519.8045,3.1614,7650.0000,7440.5000,7824.5000,6940.0000,5980.0000,127.8194
01-08-07,212.0000,149.9776,672.0000,36.6300,74.0500,11.9500,7580.0000,1.2061,7.5734,522.9227,3.1588,8159.0000,7650.0000,7440.5000,7824.5000,6940.0000,140.7865
01-09-07,213.0000,167.2545,743.0000,36.6300,81.6700,13.6500,8165.0000,1.1819,7.5210,516.9112,3.1365,7580.0000,8159.0000,7650.0000,7440.5000,7824.5000,149.9776
01-10-07,214.0000,186.6590,789.5000,36.6300,94.5400,14.3200,7761.0000,1.1116,7.5019,501.4427,3.0203,8165.0000,7580.0000,8159.0000,7650.0000,7440.5000,167.2545
01-11-07,215.0000,187.1667,783.5000,36.6300,88.7200,14.2300,6956.0000,1.1159,7.4210,506.9514,3.0016,7761.0000,8165.0000,7580.0000,8159.0000,7650.0000,186.6590
01-12-07,216.0000,180.2839,836.5000,36.6300,96.0100,14.7600,6676.5000,1.1469,7.3682,499.2768,2.9816,6956.0000,7761.0000,8165.0000,7580.0000,8159.0000,187.1667
01-01-08,217.0000,148.3076,923.2500,60.8000,91.7600,16.7400,7170.5000,1.1334,7.2405,480.8964,2.9510,6676.5000,6956.0000,7761.0000,8165.0000,7580.0000,180.2839
01-02-08,218.0000,144.0152,971.5000,60.8000,101.8500,19.6200,8540.5000,1.0949,7.1644,467.2171,2.9063,7170.5000,6676.5000,6956.0000,7761.0000,8165.0000,148.3076
01-03-08,219.0000,159.7771,933.5000,60.8000,101.5900,17.9900,8520.0000,1.0845,7.0722,442.9420,2.8119,8540.5000,7170.5000,6676.5000,6956.0000,7761.0000,144.0152
01-04-08,220.0000,162.4512,871.0000,60.8000,113.4600,16.4700,8655.0000,1.0742,6.9997,446.4336,2.7495,8520.0000,8540.5000,7170.5000,6676.5000,6956.0000,159.7771
01-05-08,221.0000,188.9186,885.7500,60.8000,127.3500,16.8500,8105.0000,1.0535,6.9725,470.1000,2.8054,8655.0000,8520.0000,8540.5000,7170.5000,6676.5000,162.4512
01-06-08,222.0000,182.3591,930.2500,60.8000,140.0000,17.6500,8775.5000,1.0514,6.8993,493.6124,2.8929,8105.0000,8655.0000,8520.0000,8540.5000,7170.5000,188.9186
01-07-08,223.0000,168.1423,918.0000,60.8000,124.0800,17.4800,8260.5000,1.0395,6.8355,502.2414,2.8492,8775.5000,8105.0000,8655.0000,8520.0000,8540.5000,182.3591
01-08-08,224.0000,149.6361,833.0000,60.8000,115.9600,13.7600,7510.0000,1.1344,6.8462,516.7020,2.8934,8260.5000,8775.5000,8105.0000,8655.0000,8520.0000,168.1423
01-09-08,225.0000,109.9696,884.5000,60.8000,100.6400,12.9600,6419.0000,1.2243,6.8307,530.1700,2.9668,7510.0000,8260.5000,8775.5000,8105.0000,8655.0000,149.6361
01-10-08,226.0000,9.7778,730.7500,60.8000,67.8100,9.2800,3995.0000,1.4556,6.8358,618.3945,3.0771,6419.0000,7510.0000,8260.5000,8775.5000,8105.0000,109.9696
01-11-08,227.0000,-67.4600,814.5000,60.8000,54.4400,10.1200,3581.0000,1.5172,6.8281,651.5055,3.0928,3995.0000,6419.0000,7510.0000,8260.5000,8775.5000,9.7778
01-12-08,228.0000,-76.2070,865.0000,71.7000,44.6000,10.7900,2902.0000,1.4883,6.8539,649.3165,3.1148,3581.0000,3995.0000,6419.0000,7510.0000,8260.5000,-67.4600
01-01-09,229.0000,-56.5708,919.5000,73.4000,41.6800,12.5100,3106.0000,1.4806,6.8360,623.0076,3.1518,2902.0000,3581.0000,3995.0000,6419.0000,7510.0000,-76.2070
01-02-09,230.0000,12.8763,952.0000,72.7000,44.7600,13.2100,3390.0000,1.5375,6.8363,605.9980,3.2369,3106.0000,2902.0000,3581.0000,3995.0000,6419.0000,-56.5708
01-03-09,231.0000,20.6689,916.5000,59.6000,49.6600,13.1100,4035.0000,1.5002,6.8360,592.9314,3.1754,3390.0000,3106.0000,2902.0000,3581.0000,3995.0000,12.8763
01-04-09,232.0000,4.1624,883.2500,60.6000,51.1200,12.6300,4515.0000,1.3970,6.8306,583.1757,3.0858,4035.0000,3390.0000,3106.0000,2902.0000,3581.0000,20.6689
01-05-09,233.0000,46.7753,975.5000,65.0000,66.3100,15.5200,4776.0000,1.3075,6.8235,565.7179,2.9944,4515.0000,4035.0000,3390.0000,3106.0000,2902.0000,4.1624
01-06-09,234.0000,87.0010,934.5000,78.2000,69.8900,13.9400,5108.0000,1.2461,6.8334,553.0800,2.9910,4776.0000,4515.0000,4035.0000,3390.0000,3106.0000,46.7753
01-07-09,235.0000,74.3459,939.0000,95.3000,69.4500,13.6300,5750.0000,1.2424,6.8317,540.4205,3.0132,5108.0000,4776.0000,4515.0000,4035.0000,3390.0000,87.0010
01-08-09,236.0000,51.6911,955.5000,85.8000,69.9600,14.5400,6490.5000,1.1972,6.8323,546.8843,2.9512,5750.0000,5108.0000,4776.0000,4515.0000,4035.0000,74.3459
01-09-09,237.0000,38.3792,995.7500,85.9000,70.6100,16.4500,6136.0000,1.1598,6.8277,549.0710,2.9103,6490.5000,5750.0000,5108.0000,4776.0000,4515.0000,51.6911
01-10-09,238.0000,53.7750,1040.0000,88.4000,77.0000,16.5700,6575.0000,1.1029,6.8267,545.8329,2.8726,6136.0000,6490.5000,5750.0000,5108.0000,4776.0000,38.3792
01-11-09,239.0000,89.7347,1175.7500,101.6000,77.2800,18.1400,6814.5000,1.0873,6.8271,507.7814,2.8856,6575.0000,6136.0000,6490.5000,5750.0000,5108.0000,53.7750
01-12-09,240.0000,80.0168,1104.0000,118.2000,79.3600,16.9900,7346.0000,1.1085,6.8275,501.4500,2.8784,6814.5000,6575.0000,6136.0000,6490.5000,5750.0000,89.7347
01-01-10,241.0000,68.1145,1078.5000,120.0000,72.8900,16.2900,6854.0000,1.0957,6.8269,500.6625,2.8573,7346.0000,6814.5000,6575.0000,6136.0000,6490.5000,80.0168
01-02-10,242.0000,51.5717,1108.2500,133.1000,79.6600,16.1200,7072.0000,1.1291,6.8285,532.5570,2.8548,6854.0000,7346.0000,6814.5000,6575.0000,6136.0000,68.1145
01-03-10,243.0000,69.7302,1115.5000,153.6000,83.7600,17.5000,7830.0000,1.0961,6.8262,523.1626,2.8403,7072.0000,6854.0000,7346.0000,6814.5000,6575.0000,51.5717
01-04-10,244.0000,64.6231,1179.2500,172.9000,86.1500,18.6200,7365.0000,1.0797,6.8256,520.6243,2.8407,7830.0000,7072.0000,6854.0000,7346.0000,6814.5000,69.7302
01-05-10,245.0000,88.0508,1207.5000,145.2000,73.9700,18.5300,6926.0000,1.1477,6.8275,533.2065,2.8461,7365.0000,7830.0000,7072.0000,6854.0000,7346.0000,64.6231
01-06-10,246.0000,66.5150,1244.0000,138.9000,75.6300,18.7400,6515.0000,1.1711,6.8184,536.6681,2.8387,6926.0000,7365.0000,7830.0000,7072.0000,6854.0000,88.0508
01-07-10,247.0000,18.4513,1169.0000,136.3000,78.9500,17.6600,7195.0000,1.1382,6.7762,531.7214,2.8234,6515.0000,6926.0000,7365.0000,7830.0000,7072.0000,66.5150
01-08-10,248.0000,42.6313,1246.0000,141.5000,71.9200,18.8700,7355.5000,1.1106,6.7873,509.3241,2.8025,7195.0000,6515.0000,6926.0000,7365.0000,7830.0000,18.4513
01-09-10,249.0000,53.7900,1307.0000,141.1000,79.9700,22.0700,8053.5000,1.0641,6.7396,493.9330,2.7911,7355.5000,7195.0000,6515.0000,6926.0000,7365.0000,42.6313
01-10-10,250.0000,52.6466,1346.7500,149.1000,81.4300,23.9600,8225.0000,1.0185,6.6678,484.0415,2.7921,8053.5000,7355.5000,7195.0000,6515.0000,6926.0000,53.7900
01-11-10,251.0000,37.6929,1383.5000,167.8000,84.1100,27.1300,8375.0000,1.0112,6.6538,482.3167,2.8061,8225.0000,8053.5000,7355.5000,7195.0000,6515.0000,52.6466
01-12-10,252.0000,24.1101,1410.2500,170.1000,91.3800,30.6300,9739.5000,1.0072,6.6497,474.7781,2.8164,8375.0000,8225.0000,8053.5000,7355.5000,7195.0000,37.6929
01-01-11,253.0000,-13.1829,1327.0000,185.6000,92.1900,27.7500,9720.0000,1.0038,6.5964,489.4410,2.7878,9739.5000,8375.0000,8225.0000,8053.5000,7355.5000,24.1101
01-02-11,254.0000,-30.4212,1411.0000,182.8000,96.9700,33.4900,9857.5000,0.9917,6.5761,475.6910,2.7712,9720.0000,9739.5000,8375.0000,8225.0000,8053.5000,-13.1829
01-03-11,255.0000,-7.3296,1439.0000,172.4000,106.7200,37.8700,9399.5000,0.9888,6.5645,479.6522,2.7799,9857.5000,9720.0000,9739.5000,8375.0000,8225.0000,-30.4212
01-04-11,256.0000,-18.2210,1535.5000,181.5000,113.9300,48.7000,9370.5000,0.9445,6.5267,471.3200,2.8163,9399.5000,9857.5000,9720.0000,9739.5000,8375.0000,-7.3296
01-05-11,257.0000,-17.6762,1536.5000,169.8000,102.7000,38.6500,9224.5000,0.9368,6.4957,467.7286,2.7756,9370.5000,9399.5000,9857.5000,9720.0000,9739.5000,-18.2210
01-06-11,258.0000,-11.7061,1505.5000,166.8000,95.4200,35.0200,9301.0000,0.9419,6.4746,469.4119,2.7647,9224.5000,9370.5000,9399.5000,9857.5000,9720.0000,-17.6762
01-07-11,259.0000,-16.6423,1628.5000,175.5000,95.7000,39.6300,9731.0000,0.9276,6.4575,462.9371,2.7419,9301.0000,9224.5000,9370.5000,9399.5000,9857.5000,-11.7061
01-08-11,260.0000,-15.2350,1813.5000,179.9000,88.8100,41.3500,9197.0000,0.9522,6.4036,466.7905,2.7400,9731.0000,9301.0000,9224.5000,9370.5000,9399.5000,-16.6423
01-09-11,261.0000,13.0012,1620.0000,171.3000,79.2000,30.4500,7131.5000,0.9785,6.3885,483.6938,2.7443,9197.0000,9731.0000,9301.0000,9224.5000,9370.5000,-15.2350
01-10-11,262.0000,24.9745,1722.0000,118.4000,93.1900,34.2400,7900.5000,0.9835,6.3710,511.7442,2.7324,7131.5000,9197.0000,9731.0000,9301.0000,9224.5000,13.0012
01-11-11,263.0000,12.8023,1746.0000,130.9000,100.3600,31.3500,7405.5000,0.9889,6.3564,508.4376,2.7056,7900.5000,7131.5000,9197.0000,9731.0000,9301.0000,24.9745
01-12-11,264.0000,14.7524,1574.5000,138.5000,98.8300,28.1800,7554.0000,0.9879,6.3482,517.1719,2.6969,7405.5000,7900.5000,7131.5000,9197.0000,9731.0000,12.8023
01-01-12,265.0000,-44.0228,1744.0000,142.4000,98.4800,33.6000,8485.5000,0.9602,6.3172,501.3395,2.6933,7554.0000,7405.5000,7900.5000,7131.5000,9197.0000,14.7524
01-02-12,266.0000,-83.2279,1770.0000,143.0000,107.0700,37.2300,8585.0000,0.9318,6.2997,481.4886,2.6842,8485.5000,7554.0000,7405.5000,7900.5000,7131.5000,-44.0228
01-03-12,267.0000,-63.1818,1662.5000,147.6000,103.0200,32.4300,8480.0000,0.9500,6.3125,485.3955,2.6716,8585.0000,8485.5000,7554.0000,7405.5000,7900.5000,-83.2279
01-04-12,268.0000,-45.9470,1651.2500,145.4000,104.8700,31.2000,8529.5000,0.9662,6.3043,486.0010,2.6577,8480.0000,8585.0000,8485.5000,7554.0000,7405.5000,-63.1818
01-05-12,269.0000,-37.9601,1558.0000,134.8000,86.5300,28.1000,7517.0000,1.0020,6.3242,497.0881,2.6700,8529.5000,8480.0000,8585.0000,8485.5000,7554.0000,-45.9470
01-06-12,270.0000,-53.8213,1598.5000,134.0000,84.9600,27.0800,7604.5000,1.0014,6.3633,505.6281,2.6712,7517.0000,8529.5000,8480.0000,8585.0000,8485.5000,-37.9601
01-07-12,271.0000,-41.7310,1622.0000,117.0000,88.0600,28.2000,7581.0000,0.9709,6.3717,491.9345,2.6358,7604.5000,7517.0000,8529.5000,8480.0000,8585.0000,-53.8213
01-08-12,272.0000,-74.9732,1648.5000,89.4000,96.4700,30.5200,7576.5000,0.9547,6.3593,480.9941,2.6165,7581.0000,7604.5000,7517.0000,8529.5000,8480.0000,-41.7310
01-09-12,273.0000,-82.6134,1776.0000,104.2000,92.1900,34.6500,8267.5000,0.9610,6.3200,474.9718,2.6033,7576.5000,7581.0000,7604.5000,7517.0000,8529.5000,-74.9732
01-10-12,274.0000,-52.9257,1719.0000,119.3000,86.2400,32.2800,7819.0000,0.9711,6.2627,475.3627,2.5881,8267.5000,7576.5000,7581.0000,7604.5000,7517.0000,-82.6134
01-11-12,275.0000,-45.2854,1726.0000,115.6000,88.9100,34.2800,7949.0000,0.9611,6.2338,480.5705,2.5992,7819.0000,8267.5000,7576.5000,7581.0000,7604.5000,-52.9257
01-12-12,276.0000,-63.1270,1664.0000,144.9000,91.8200,29.9500,7915.0000,0.9556,6.2328,477.1284,2.5676,7949.0000,7819.0000,8267.5000,7576.5000,7581.0000,-45.2854
01-01-13,277.0000,-73.6346,1664.7500,152.5000,97.4900,32.0300,8170.0000,0.9524,6.2215,472.6686,2.5524,7915.0000,7949.0000,7819.0000,8267.5000,7576.5000,-63.1270
01-02-13,278.0000,-77.3952,1588.5000,151.7000,92.0500,28.9500,7828.0000,0.9699,6.2323,472.3445,2.5785,8170.0000,7915.0000,7949.0000,7819.0000,8267.5000,-73.6346
01-03-13,279.0000,-60.7322,1598.2500,137.3000,97.2300,28.6400,7582.5000,0.9667,6.2154,472.4840,2.5945,7828.0000,8170.0000,7915.0000,7949.0000,7819.0000,-77.3952
01-04-13,280.0000,-60.5981,1469.0000,134.1000,93.4600,24.4200,7073.5000,0.9634,6.1861,472.1373,2.5980,7582.5000,7828.0000,8170.0000,7915.0000,7949.0000,-60.7322
01-05-13,281.0000,-63.0966,1394.5000,110.4000,91.9700,22.5700,7241.0000,1.0082,6.1416,479.5829,2.6457,7073.5000,7582.5000,7828.0000,8170.0000,7915.0000,-60.5981
01-06-13,282.0000,-53.2141,1192.0000,116.5000,96.5600,18.8600,6750.5000,1.0593,6.1342,502.8860,2.7484,7241.0000,7073.5000,7582.5000,7828.0000,8170.0000,-63.0966
01-07-13,283.0000,-35.4982,1314.5000,129.9000,105.0300,19.9400,6805.0000,1.0923,6.1343,504.9623,2.7781,6750.5000,7241.0000,7073.5000,7582.5000,7828.0000,-53.2141
01-08-13,284.0000,-38.7408,1394.7500,137.7000,107.9300,23.6400,7095.0000,1.1066,6.1213,512.5886,2.8025,6805.0000,6750.5000,7241.0000,7073.5000,7582.5000,-35.4982
01-09-13,285.0000,4.8543,1326.5000,131.4000,102.3500,21.6800,7290.5000,1.0749,6.1198,504.5700,2.7798,7095.0000,6805.0000,6750.5000,7241.0000,7073.5000,-38.7408
01-10-13,286.0000,16.3511,1324.0000,131.9000,96.2700,22.2000,7234.0000,1.0505,6.1032,500.8064,2.7701,7290.5000,7095.0000,6805.0000,6750.5000,7241.0000,4.8543
01-11-13,287.0000,-2.5687,1253.0000,136.4000,92.4800,19.9300,7027.0000,1.0725,6.0929,519.2500,2.7992,7234.0000,7290.5000,7095.0000,6805.0000,6750.5000,16.3511
01-12-13,288.0000,30.7804,1201.5000,134.2000,98.0400,19.5000,7394.5000,1.1136,6.0738,529.4505,2.7861,7027.0000,7234.0000,7290.5000,7095.0000,6805.0000,-2.5687
01-01-14,289.0000,-8.4501,1251.0000,122.6000,97.5300,19.3100,7091.0000,1.1289,6.0509,537.0295,2.8098,7394.5000,7027.0000,7234.0000,7290.5000,7095.0000,30.7804
01-02-14,290.0000,-33.9954,1326.5000,118.1000,102.8300,21.2700,7097.5000,1.1143,6.0816,554.4085,2.8135,7091.0000,7394.5000,7027.0000,7234.0000,7290.5000,-8.4501
01-03-14,291.0000,-7.6402,1291.7500,116.8000,101.5500,19.9700,6636.0000,1.1002,6.1729,563.8433,2.8071,7097.5000,7091.0000,7394.5000,7027.0000,7234.0000,-33.9954
01-04-14,292.0000,-42.7100,1288.5000,105.4000,100.0600,19.2800,6724.0000,1.0735,6.2246,554.6410,2.7953,6636.0000,7097.5000,7091.0000,7394.5000,7027.0000,-7.6402
01-05-14,293.0000,-48.0289,1250.5000,91.8000,103.3000,19.0000,6995.5000,1.0747,6.2380,555.4020,2.7878,6724.0000,6636.0000,7097.5000,7091.0000,7394.5000,-42.7100
01-06-14,294.0000,-56.3958,1315.0000,93.8000,105.3700,20.8700,6955.0000,1.0678,6.2306,553.0633,2.7951,6995.5000,6724.0000,6636.0000,7097.5000,7091.0000,-48.0289
01-07-14,295.0000,-69.9549,1285.2500,95.6000,98.2300,20.6900,7135.5000,1.0651,6.1984,558.2082,2.7870,6955.0000,6995.5000,6724.0000,6636.0000,7097.5000,-56.3958
01-08-14,296.0000,-53.4002,1285.7500,87.9000,97.6800,19.4700,6995.0000,1.0742,6.1541,579.0520,2.8154,7135.5000,6955.0000,6995.5000,6724.0000,6636.0000,-69.9549
01-09-14,297.0000,-35.1697,1216.5000,77.5000,91.1600,17.1100,6736.0000,1.1060,6.1382,593.4680,2.8650,6995.0000,7135.5000,6955.0000,6995.5000,6724.0000,-53.4002
01-10-14,298.0000,-36.9430,1164.2500,78.5000,80.4800,16.2000,6835.5000,1.1388,6.1251,589.9800,2.9072,6736.0000,6995.0000,7135.5000,6955.0000,6995.5000,-35.1697
01-11-14,299.0000,-17.5280,1182.7500,69.8000,65.8900,15.9700,6515.5000,1.1569,6.1249,592.4595,2.9263,6835.5000,6736.0000,6995.0000,7135.5000,6955.0000,-36.9430
01-12-14,300.0000,-55.2073,1199.2500,71.2000,53.4000,15.9700,6359.0000,1.2111,6.1886,612.9190,2.9631,6515.5000,6835.5000,6736.0000,6995.0000,7135.5000,-17.5280
01-01-15,301.0000,-77.0614,1260.2500,61.7000,48.1700,16.9200,5505.0000,1.2401,6.2181,620.9095,3.0070,6359.0000,6515.5000,6835.5000,6736.0000,6995.0000,-55.2073
01-02-15,302.0000,-106.7472,1214.0000,63.0000,49.6000,16.5300,5880.5000,1.2825,6.2518,623.6175,3.0802,5505.0000,6359.0000,6515.5000,6835.5000,6736.0000,-77.0614
01-03-15,303.0000,-100.2941,1187.0000,51.0000,47.7200,16.6000,6050.5000,1.2947,6.2386,628.5032,3.0931,5880.5000,5505.0000,6359.0000,6515.5000,6835.5000,-106.7472
01-04-15,304.0000,-97.5953,1180.2500,56.2000,59.5400,16.5200,6245.0000,1.2920,6.2010,614.7276,3.1215,6050.5000,5880.5000,5505.0000,6359.0000,6515.5000,-100.2941
01-05-15,305.0000,-96.8086,1191.4000,61.4000,60.2600,16.6700,6088.5000,1.2673,6.2035,607.5968,3.1517,6245.0000,6050.5000,5880.5000,5505.0000,6359.0000,-97.5953
01-06-15,306.0000,-81.1401,1171.0000,59.3000,59.4400,15.7000,5721.0000,1.2962,6.2052,629.9948,3.1624,6088.5000,6245.0000,6050.5000,5880.5000,5505.0000,-96.8086
01-07-15,307.0000,-47.8257,1098.4000,52.9000,47.1100,14.5600,5220.0000,1.3501,6.2085,650.1395,3.1829,5721.0000,6088.5000,6245.0000,6050.5000,5880.5000,-81.1401
01-08-15,308.0000,-38.8150,1135.0000,55.7000,49.1900,14.4400,5095.0000,1.3708,6.3383,688.1157,3.2400,5220.0000,5721.0000,6088.5000,6245.0000,6050.5000,-47.8257
01-09-15,309.0000,-56.5757,1114.0000,54.4000,45.1500,14.6500,5093.0000,1.4166,6.3676,691.7290,3.2205,5095.0000,5220.0000,5721.0000,6088.5000,6245.0000,-38.8150
01-10-15,310.0000,-67.9011,1142.3500,49.5000,46.6000,15.6300,5135.5000,1.3889,6.3505,685.3143,3.2503,5093.0000,5095.0000,5220.0000,5721.0000,6088.5000,-56.5757
01-11-15,311.0000,-98.7498,1061.9000,42.8000,41.6400,14.0800,4595.5000,1.3994,6.3640,704.0024,3.3385,5135.5000,5093.0000,5095.0000,5220.0000,5721.0000,-67.9011
01-12-15,312.0000,-109.9426,1062.2500,42.9000,37.1300,13.8200,4702.0000,1.3799,6.4491,704.2380,3.3851,4595.5000,5135.5000,5093.0000,5095.0000,5220.0000,-98.7498
01-01-16,313.0000,-139.2928,1111.8000,41.5000,33.6700,14.0800,4541.5000,1.4263,6.5726,721.9480,3.4389,4702.0000,4595.5000,5135.5000,5093.0000,5095.0000,-109.9426
01-02-16,314.0000,-162.0024,1234.9000,48.9000,33.8200,14.7500,4705.0000,1.4017,6.5501,704.0848,3.5075,4541.5000,4702.0000,4595.5000,5135.5000,5093.0000,-139.2928
01-03-16,315.0000,-139.9136,1237.0000,53.2000,38.2900,15.3800,4855.5000,1.3326,6.5027,682.0677,3.4098,4705.0000,4541.5000,4702.0000,4595.5000,5135.5000,-162.0024
01-04-16,316.0000,-94.0901,1285.6500,65.2000,45.9600,17.8550,5045.0000,1.3048,6.4754,669.9324,3.3033,4855.5000,4705.0000,4541.5000,4702.0000,4595.5000,-139.9136
01-05-16,317.0000,-92.1366,1212.1000,49.6000,49.1000,16.0600,4700.0000,1.3665,6.5259,681.8705,3.3362,5045.0000,4855.5000,4705.0000,4541.5000,4702.0000,-94.0901
01-06-16,318.0000,-94.2096,1320.7500,54.2000,48.2200,18.3600,4827.0000,1.3512,6.5892,681.0719,3.3184,4700.0000,5045.0000,4855.5000,4705.0000,4541.5000,-92.1366
01-07-16,319.0000,-78.8255,1342.0000,58.8000,41.4900,20.0400,4853.0000,1.3282,6.6771,657.5671,3.3007,4827.0000,4700.0000,5045.0000,4855.5000,4705.0000,-94.2096
01-08-16,320.0000,-83.8479,1309.2500,59.0000,44.7100,18.7400,4602.5000,1.3108,6.6466,658.8905,3.3354,4853.0000,4827.0000,4700.0000,5045.0000,4855.5000,-78.8255
